Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
X11,PoW,5015881.37315389,25000000.0,-0.2235580993722511,-0.8593844006095788,0.06350709077173784,3,Azart
Scrypt,PoW/PoS,1059954080.43439,18000000000.0,-0.20476072190585845,0.992988477030878,-0.5581725537106231,0,ThunderStake
SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,-0.6805789326415893,0.8069960839024517,-0.4272814950881376,0,Kcash
X16R,PoW,9753753.61515394,100000000.0,-0.17767055465933806,-1.219649714063648,0.1955490515456369,3,Xchange
ECC 256K1,DPOS,1000000000.0,1000000000.0,-0.4954160844283587,1.6031546650421882,4.262325191020962,0,Acute Angle Cloud
Equihash,PoW,4235111504.0,7600000000.0,-0.031874251685653,-2.124971310863384,0.3521259000127052,3,CrypticCoin
XEVAN,PoS,6787405.18013774,50000000.0,-0.19967364312191435,1.3402148520861135,-0.20158713721869093,0,Bettex coin
Lyra2Z,PoW,13634850.0,84000000.0,-0.1568478596437077,-2.240159876088523,0.41535893322193684,3,Actinium
SHA-256,PoW,17992514.6469233,21000000.0,-0.14190705925511582,-1.3014067632448125,0.20964073532020647,3,Bitcoin SV
XEVAN,Pos,208515864.367343,70000000000.0,0.7124915502327027,1.2724622214966315,-0.27799234399373435,0,BitMoney
X11,PoS,17209923728.3266,0.0,-0.13104108480951043,1.1048073376308283,-0.17801928611473708,0,Junson Ming Chan Coin
CryptoNight,PoW,1867054873.28397,8080000000.0,0.39319734475726126,-2.293146119874289,0.3849315718240899,3,FREDEnergy
Quark,PoW/PoS,35312185.7437239,54000000.0,-0.3982331322924917,1.7531022784506605,-0.41444234809945346,0,HerbCoin
Blake,PoW,1578281.31341127,105120001.44,-0.13654019556920172,-2.1908181680950403,0.3492632547533141,3,Universal Molecule
Blake,PoW,15846721.2482747,25228800.0,-0.1369330558585575,-2.1907752860514784,0.34926592793148525,3,Lithium
Equihash,PoS,13475920.0,105000000.0,-0.25424288409956525,-0.16699748078209184,0.11646839732755643,3,PirateCash
Exosis,PoW,406091.925,21000000.0,-0.14962583366811472,-2.1131458041314346,0.4703122564113162,3,Exosis
Scrypt,PoW,35284717.173946,120000000.0,-0.17043187079787925,-1.1636530949590582,-0.055898242900766136,3,Block-Logic
Scrypt,PoW/PoS,14777549.3940764,21000000.0,-0.34518529144329296,1.0007262893136917,-0.5565202450629482,0,Oduwa
Equihash,PoW,35687520.0,262800000.0,-0.13528879744483055,-2.1235088642115403,0.35373161738051023,3,Beam
Quark,PoW/PoS,18265011.2486006,19035999.0,-0.39868970747693866,1.7531105794884685,-0.4144354281778504,0,Galilel
Equihash,PoW,25150787.5,30886000.0,-0.1370641643227229,-2.123407729525821,0.3537522037011328,3,Bithereum
Quark,PoS,1934701.67524713,13370000.0,-0.34269185871358804,1.5452117507198821,-0.15107715596373048,0,Crypto Sports
Scrypt,PoW/PoS,30825710000.0296,74800000000.0,0.5622815958179486,0.9804343224517991,-0.5699257102110157,0,Credit
QuBit,PoW,12925790.4226959,100000000.0,-0.1775671511945956,-1.491828637771523,0.2568991156406818,3,SLICE
X11,PoS,715659.44237941,19700000.0,-0.34121053858157174,1.0970654146186147,-0.17377237756036673,0,Dash Platinum
Scrypt,PoW/PoS,20546528.2059957,84000000.0,-0.3446674873053617,1.0007001219297262,-0.5565265549513339,0,Nasdacoin
XEVAN,PoW/PoS,198938144.363399,500000000.0,-0.2503680434023425,1.547989845844102,-0.46502327267383287,0,Beetle Coin
SHA-256D,PoW/PoS,896361168.0,5000000000.0,-0.3044497472530101,1.9452177439143208,-0.6264071553881677,0,Titan Coin
X11,PoW/PoS,15420234.5389336,420000000.0,-0.394426335298641,1.3047833614091529,-0.43716085261502186,0,Award
SHA-256,PoW,52293836.6277958,64000000.0,-0.14118256958684475,-1.3014109796138835,0.20962893266989335,3,BLAST
X13,PoW,1170292.5,2100000.0,-0.10282309003489365,-0.34290152404985397,-0.0266933417195026,3,Bitcoin Rhodium
SHA-256,PoW,84613099.9999955,168000000.0,-0.1400491993168537,-1.301443933277846,0.20961288873101716,3,GlobalToken
X11,PoW/PoS,23775960.3207514,30000000.0,-0.39709324022240516,1.3049651520643324,-0.43713267057761207,0,Insane Coin
DPoS,DPoS,1000000000.0,1000000000.0,3.7253731600950393,1.8744616662733546,0.1253956075132276,0,ALAX
Scrypt,PoW/PoS,15318887081.0146,35000000000.0,0.09019483606438544,0.991635160990357,-0.5630110194933057,0,LiteDoge
Scrypt,PoW,55565076.3863525,98100000000.0,0.5254785197454759,-1.2083721090883153,-0.06350167764996699,3,SolarCoin
X11,PoW/PoS,242574105.22384,0.0,-0.3946323655187553,1.305077163736832,-0.4371843587400893,0,TruckCoin
NeoScrypt,PoW,3824685012.0,4000000000.0,-0.10344455848293681,-1.5908572300238764,0.21420313229598492,3,UFO Coin
Scrypt,PoW/PoS,3537150.0,200000000.0,-0.344051749174286,1.0006395244886865,-0.5565313517407089,0,OrangeCoin
Blake,PoW,23356790.1494191,7000000000.0,-0.08732007785295326,-2.193955912767046,0.3487231747811154,3,BlakeCoin
Scrypt,PoW/PoS,20576532.0,54256119.0,-0.34487830357286475,1.0007137135716,-0.5565242556963732,0,BitstarCoin
SHA-256,PoS,4392258.24647793,21000000.0,-0.25963552155794223,0.6550364535639748,-0.027636848132150713,0,NeosCoin
Scrypt,PoW/PoS,9631199.99309942,0.0,-0.3453972846364733,1.0007335633649816,-0.5565173460169764,0,HyperCoin
X11,PoW/PoS,436353624.490312,500000000.0,-0.3887142124226832,1.3049359869396295,-0.437270972483829,0,PinkCoin
Scrypt,PoW,780210700.0,1000000000.0,-0.1550802802698949,-1.1637200859781442,-0.056150387450363465,3,Crypto Escudo
Scrypt,PoW/PoS,980732528.97974,10500000000.0,-0.2589792164428285,0.9963766486326084,-0.557571365232602,0,AudioCoin
SHA-256,PoW/PoS,17939725045.334,190000000.0,-0.09549015094746857,0.8709125948166591,-0.2954314502441763,0,IncaKoin
X11,PoW/PoS,494240666.028571,1000000000.0,-0.38445676649608906,1.3047337470765714,-0.43732403845862505,0,Piggy Coin
SHA-256,PoW,22986929.0854247,42000000.0,-0.1416969228202026,-1.3014141055678332,0.20963787378241075,3,Crown Coin
Scrypt,PoW/PoS,60000000.0,15000000.0,-0.3446752397340956,1.0007493489647314,-0.5565309438221425,0,Genstake
Scrypt,PoW,29583989322.9213,50000000000.0,0.5448255970906238,-1.1731457830397867,-0.06706116436529234,3,SmileyCoin
Scrypt,PoW/PoS,404316475.545465,400000000.0,-0.3377339183862454,1.0007283135079525,-0.5566458022736028,0,XiaoMiCoin
Groestl,PoW,73298203.8873662,105000000.0,-0.19961530530280705,-1.1961421380812955,0.1544483743144801,3,Groestlcoin
X11,PoW/PoS,201364327.427503,208000000.0,-0.393659170001769,1.3049636936438525,-0.4371903158523783,0,CapriCoin
Scrypt,PoW/PoS,103621876.167052,160000000.0,-0.34311264122389906,1.0007027575040388,-0.55655295761957,0, ClubCoin
PoS,PoS,3821245.74150193,9000000.0,-0.3266894823793731,1.6077412221448724,-0.10656374850947077,0,Radium
Scrypt,PoW,5052555.91981545,5000000.0,-0.17161783563813204,-1.1636141819302617,-0.05588186114579696,3,Bata
Scrypt,PoW,69684455.4387001,182000000.0,-0.1695712775271868,-1.1636659406547822,-0.05591154331244806,3,Pakcoin
X11,Proof of Trust,16901016.6609755,16504333.0,-0.38516990995393113,0.9118637964446207,-0.23277414516826936,0,Creditbit 
SHA-256,PoW/PoS,74676064.9488608,105000000.0,-0.31441784340553136,0.8629237665725564,-0.29101451470836187,0,OKCash
DPoS,DPoS,120012140.0,159918400.0,3.7086544354477566,1.874449744601268,0.12567799907729094,0,Lisk
Scrypt,PoS,10000244677.7002,10008835635.0,-0.09600371193602311,0.7927596923879465,-0.2964061201880822,0,HiCoin
Scrypt,PoW/PoS,252005564.19257,300000000.0,-0.3403052756716987,1.0007055231077844,-0.5566004462060307,0,WhiteCoin
NeoScrypt,PoW/PoS,1120385.00502,60168145.0,-0.3519442549190306,0.5735666063280027,-0.2851821496554962,0,FriendshipCoin
Multiple,PoW,3332922.5,2800000.0,-0.11310671613944227,-1.8191581910619188,0.3291377204389829,3,JoinCoin
X13,PoW/PoS,140777.753365,120000.0,-0.27664963276574783,1.8214423225903387,-0.5273276763082438,0,Triangles Coin
Equihash+Scrypt,PoW,100000000.0,2100000000.0,-0.1159950849415835,-2.2596702945755793,0.31593289407315944,3,Vollar
DPoS,DPoS,1020544523.0722,0.0,3.7185241830176285,1.8749274005454466,0.12546808649557667,0,EOS
Ethash,PoW,24487944.0958204,24487944.0,-0.14871329055439683,-1.9976714292819975,0.34230113984267874,3,Reality Clash
DPoS,DPoS,1122382283.37,0.0,3.7197687162064956,1.874973161178909,0.12544294581296114,0,Oxycoin
SHA-256,PoS,1000000000.0,1000000000.0,-0.24051750885461565,0.6550369122294993,-0.027958556004561978,0,TigerCash
Leased POS,LPoS,100000000.0,100000000.0,-0.32839050519931723,3.673823704857159,14.694396294152881,1,Waves
PoS,PoS,9283137.5558676,8634140.0,-0.3266253316212388,1.6077438434532063,-0.10656506851368179,0,Particl
TRC10,DPoS,989988713439.649,990000000000.0,34.07493679977871,1.9146758251619935,-0.4585872243049759,2,BitTorrent
PoS,PoS/LPoS,1000000000.0,1000000000.0,-0.3122721499688065,1.811407416222261,-0.030306535649652234,0,Nxt
SHA-256,DPoS,1999999995.3056,2000000000.0,2.464542318169529,0.8366153538444726,0.10656322953307112,0,ZEPHYR
Scrypt,PoW/PoS,14931046.1546605,250000000.0,-0.34355750496562365,1.0006218191863727,-0.5565380420916478,0,Gapcoin
CryptoNight,PoW,980222595.0,1400222610.0,0.3349328649656124,-2.290495280624607,0.3856685261945493,3,Beldex
Equihash,PoW,7296537.5,21000000.0,-0.13735254759869323,-2.1234112393193456,0.3537573780461912,3,Horizen
Scrypt,PoS,128326.99633965,1000000.0,-0.2892686706167454,0.7928347594479834,-0.2931612762453775,0,BitcoinPlus
